SITENAME,STATION,TRAMPFARMNAME,DESCRIPTION,DATERECEIVED,LABORATORYSAMPLENUMBER,TOTALBETA,OBT,H-3,C-14,C-14(N),S-35,SR-90,TC-99,I-125,CS-137+CS-134,PM-147,PO-210,PB-210,NP-237,PU-238,PU-241,AM-241 (chem),CM-242,PU-239+240,CM-243+244,K-40,CR-51,MN-54,CO-57,CO-58,CO-60,ZN-65,SE-75,NB-95,ZR-95,RU-103,RU-106,AG-110M,SB-124,SB-125,I-131 (Aq),CS-134,CS-137,CE-144,EU-154,EU-155,AM-241
Sellafield,,SE08,UMK-Unpasteurised Milk,25/02/2020,20-274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.9,NA,NA,NA,NA,<0.04,NA,<0.03,<0.04,<0.06,<0.04,<0.26,<0.05,NA,<0.09,NA,<0.03,0.09±0.04,<0.41,<0.11,<0.09,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,10/06/2020,20-633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.0,NA,NA,NA,NA,<0.04,NA,<0.05,<0.17,<0.13,<0.13,<0.31,<0.05,NA,<0.09,NA,<0.03,0.10±0.04,<0.21,<0.11,<0.09,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,12/06/2020,20-701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.0,NA,NA,NA,NA,<0.04,NA,<0.05,<0.10,<0.10,<0.09,<0.30,<0.05,NA,<0.08,NA,<0.05,0.10±0.03,<0.19,<0.11,<0.09,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,22/06/2020,20-986,NA,<2.1,<2.1,13±1.1,NA,NA,0.030±0.016,NA,NA,0.10±0.031,NA,NA,NA,NA,<0.000044,<0.23,0.000024±0.000014,NA,<0.000062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,22/06/2020,20-992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44±3.5,NA,NA,NA,NA,<0.06,NA,<0.07,<0.13,<0.15,<0.09,<0.47,<0.07,NA,<0.11,NA,<0.04,0.13±0.07,<0.32,<0.17,<0.15,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,06/07/2020,20-1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,<0.04,NA,<0.05,<0.05,<0.07,<0.04,<0.32,<0.05,NA,<0.08,NA,<0.02,0.08±0.03,<0.21,<0.12,<0.11,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,08/07/2020,20-1098,NA,<2.1,<2.1,23±5.0,NA,NA,0.026±0.016,NA,NA,0.097±0.027,NA,NA,NA,NA,<0.000063,<0.23,0.0000082±0.0000078,NA,<0.000044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,22/07/2020,20-1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±4.4,NA,NA,NA,NA,<0.05,NA,<0.03,<0.03,<0.04,<0.03,<0.20,<0.03,NA,<0.06,NA,<0.02,0.11±0.03,<0.18,<0.07,<0.11,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,19/08/2020,20-1374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.6,NA,NA,NA,NA,<0.04,NA,<0.05,<0.05,<0.07,<0.05,<0.33,<0.04,NA,<0.09,NA,<0.03,0.12±0.05,<0.32,<0.12,<0.19,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,23/09/2020,20-1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.6,NA,NA,NA,NA,<0.06,NA,<0.06,<0.07,<0.10,<0.06,<0.45,<0.07,NA,<0.11,NA,<0.04,0.11±0.05,<0.30,<0.18,<0.15,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,23/09/2020,20-1569,NA,<2.4,<2.4,18±1.7,NA,NA,0.020±0.016,NA,NA,0.084±0.049,NA,NA,NA,NA,<0.000065,<0.37,0.000014±0.000012,NA,0.000021±0.000024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,04/11/2020,20-1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.1,NA,NA,NA,NA,<0.04,NA,<0.04,<0.06,<0.07,<0.06,<0.28,<0.05,NA,<0.09,NA,<0.03,0.11±0.03,<0.18,<0.11,<0.09,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,19/11/2020,20-2114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.7,NA,NA,NA,NA,<0.06,NA,<0.07,<0.08,<0.22,<0.07,<0.47,<0.07,NA,<0.22,NA,<0.06,0.10±0.06,<0.48,<0.18,<0.15,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,23/12/2020,20-2349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45±3.6,NA,NA,NA,NA,<0.05,NA,<0.07,<0.08,<0.11,<0.07,<0.46,<0.07,NA,<0.12,NA,<0.05,0.16±0.07,<0.32,<0.17,<0.15,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,23/12/2020,20-2350,NA,<4.3,<4.3,25±2.3,NA,NA,0.028±0.016,NA,NA,0.17±0.076,NA,NA,NA,NA,<0.000050,<0.20,0.000027±0.000018,NA,<0.000050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,04/02/2021,20-2397,NA,NA,NA,NA,NA,NA,0.026±0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,04/02/2020,20-160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±4.0,NA,NA,NA,NA,<0.06,NA,<0.06,<0.07,<0.10,<0.06,<0.45,<0.07,NA,<0.11,NA,<0.06,0.08±0.06,<0.29,<0.17,<0.15,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,25/02/2020,20-275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.9,NA,NA,NA,NA,<0.06,NA,<0.06,<0.06,<0.09,<0.05,<0.44,<0.07,NA,<0.12,NA,<0.05,0.08±0.05,<0.30,<0.16,<0.15,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,10/06/2020,20-634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.9,NA,NA,NA,NA,<0.06,NA,<0.09,<0.29,<0.21,<0.19,<0.53,<0.08,NA,<0.12,NA,<0.05,0.07±0.05,<0.36,<0.19,<0.15,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,12/06/2020,20-702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.0,NA,NA,NA,NA,<0.04,NA,<0.05,<0.24,<0.10,<0.09,<0.29,<0.05,NA,<0.08,NA,<0.02,0.06±0.04,<0.40,<0.11,<0.09,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,22/06/2020,20-987,NA,<2.2,<2.2,15±1.3,NA,NA,0.027±0.016,NA,NA,0.072±0.043,NA,NA,NA,NA,0.000013±0.000014,<0.20,0.000023±0.000012,NA,0.000026±0.000016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,22/06/2020,20-993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.1,NA,NA,NA,NA,<0.04,NA,<0.04,<0.07,<0.08,<0.14,<0.29,<0.05,NA,<0.09,NA,<0.02,0.11±0.03,<0.18,<0.12,<0.09,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,06/07/2020,20-1067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60±4.8,NA,NA,NA,NA,<0.05,NA,<0.05,<0.14,<0.14,<0.06,<0.39,<0.06,NA,<0.12,NA,<0.04,0.14±0.06,<0.22,<0.15,<0.10,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,08/07/2020,20-1099,NA,<2.3,<2.3,23±2.1,NA,NA,0.030±0.016,NA,NA,0.12±0.065,NA,NA,NA,NA,0.000022±0.000016,<0.33,0.000019±0.0000098,NA,0.0000079±0.0000078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,22/07/2020,20-1197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.5,NA,NA,NA,NA,<0.02,NA,<0.04,<0.04,<0.05,<0.04,<0.22,<0.03,NA,<0.06,NA,<0.03,0.27±0.04,<0.18,<0.07,<0.11,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,19/08/2020,20-1377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±3.8,NA,NA,NA,NA,<0.05,NA,<0.06,<0.07,<0.11,<0.06,<0.42,<0.07,NA,<0.12,NA,<0.04,0.19±0.07,<0.30,<0.17,<0.15,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,21/09/2020,20-1573,NA,<2.5,<2.5,19±1.8,NA,NA,0.028±0.016,NA,NA,0.18±0.034,NA,NA,NA,NA,<0.000056,<0.32,0.000032±0.000014,NA,<0.000056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,23/09/2020,20-1572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.1,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.06,<0.04,<0.48,<0.05,NA,<0.08,NA,<0.04,0.10±0.04,<0.18,<0.11,<0.09,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,04/11/2020,20-1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.1,NA,NA,NA,NA,<0.08,NA,<0.04,<0.07,<0.08,<0.06,<0.28,<0.05,NA,<0.08,NA,<0.02,0.10±0.04,<0.19,<0.11,<0.09,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,19/11/2020,20-2115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±4.0,NA,NA,NA,NA,<0.06,NA,<0.07,<0.09,<0.23,<0.06,<0.45,<0.07,NA,<0.12,NA,<0.07,0.11±0.07,<0.31,<0.17,<0.15,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,23/12/2020,20-2353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.1,NA,NA,NA,NA,<0.04,NA,<0.04,<0.05,<0.07,<0.05,<0.28,<0.05,NA,<0.08,NA,<0.05,0.07±0.03,<0.18,<0.12,<0.09,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,23/12/2020,20-2354,NA,<4.3,<4.3,25±2.2,NA,NA,0.019±0.016,NA,NA,0.11±0.040,NA,NA,NA,NA,0.000017±0.000020,<0.21,0.000032±0.000018,NA,<0.000052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,04/02/2021,20-2398,NA,NA,NA,NA,NA,NA,0.026±0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,04/02/2020,20-162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.7,NA,NA,NA,NA,<0.06,NA,<0.06,<0.07,<0.22,<0.06,<0.44,<0.07,NA,<0.11,NA,<0.05,0.14±0.07,<0.30,<0.17,<0.15,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,25/02/2020,20-277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.7,NA,NA,NA,NA,<0.06,NA,<0.06,<0.07,<0.10,<0.05,<0.44,<0.07,NA,<0.11,NA,<0.07,0.14±0.07,<0.30,<0.17,<0.15,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,10/06/2020,20-636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±3.8,NA,NA,NA,NA,<0.06,NA,<0.10,<0.28,<0.23,<0.20,<0.52,<0.09,NA,<0.12,NA,<0.03,0.13±0.06,<0.36,<0.18,<0.15,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,12/06/2020,20-703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.7,NA,NA,NA,NA,<0.06,NA,<0.08,<0.17,<0.17,<0.12,<0.48,<0.07,NA,<0.12,NA,<0.04,0.11±0.06,<0.33,<0.17,<0.15,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,22/06/2020,20-989,NA,<2.4,<2.4,14±1.2,NA,NA,<0.026,NA,NA,<0.035,NA,NA,NA,NA,<0.000058,<0.30,0.000011±0.0000078,NA,0.000026±0.000018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,22/06/2020,20-995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.9,NA,NA,NA,NA,<0.04,NA,<0.04,<0.07,<0.08,<0.07,<0.29,<0.05,NA,<0.09,NA,<0.04,0.06±0.04,<0.36,<0.11,<0.09,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,06/07/2020,20-1069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,<0.04,NA,<0.05,<0.05,<0.07,<0.04,<0.31,<0.05,NA,<0.08,NA,<0.03,0.15±0.06,<0.46,<0.12,<0.11,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,08/07/2020,20-1101,NA,<2.3,<2.3,25±2.3,NA,NA,0.039±0.017,NA,NA,0.14±0.046,NA,NA,NA,NA,<0.000040,<0.21,<0.000049,NA,<0.000057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,22/07/2020,20-1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.6,NA,NA,NA,NA,<0.02,NA,<0.03,<0.03,<0.04,<0.03,<0.21,<0.03,NA,<0.06,NA,<0.01,0.16±0.04,<0.17,<0.07,<0.11,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,19/08/2020,20-1383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45±3.6,NA,NA,NA,NA,<0.06,NA,<0.06,<0.07,<0.11,<0.06,<0.44,<0.07,NA,<0.12,NA,<0.03,0.16±0.07,<0.30,<0.18,<0.15,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,23/09/2020,20-1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.0,NA,NA,NA,NA,<0.04,NA,<0.04,<0.07,<0.13,<0.04,<0.29,<0.05,NA,<0.08,NA,<0.02,0.14±0.04,<0.36,<0.12,<0.09,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,23/09/2020,20-1581,NA,<4.7,<4.7,18±1.7,NA,NA,0.040±0.016,NA,NA,0.20±0.065,NA,NA,NA,NA,<0.000044,<0.25,0.0000045±0.0000020,NA,0.0000046±0.0000039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,04/11/2020,20-1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.7,NA,NA,NA,NA,<0.06,NA,<0.07,<0.12,<0.14,<0.08,<0.46,<0.07,NA,<0.12,NA,<0.03,0.10±0.06,<0.32,<0.17,<0.15,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,19/11/2020,20-2117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.7,NA,NA,NA,NA,<0.06,NA,<0.07,<0.09,<0.11,<0.07,<0.46,<0.07,NA,<0.12,NA,<0.07,0.11±0.06,<0.64,<0.18,<0.15,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,23/12/2020,20-2357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44±3.5,NA,NA,NA,NA,<0.05,NA,<0.06,<0.08,<0.12,<0.07,<0.45,<0.07,NA,<0.11,NA,<0.06,0.15±0.07,<0.31,<0.17,<0.15,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,23/12/2020,20-2358,NA,<2.7,<2.7,21±1.9,NA,NA,0.041±0.016,NA,NA,0.12±0.042,NA,NA,NA,NA,<0.000056,<0.22,<0.000031,NA,<0.000056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,04/02/2021,20-2400,NA,NA,NA,NA,NA,NA,0.032±0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,15/01/2020,20-46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57±4.9,NA,NA,NA,NA,<0.02,NA,<0.03,<0.02,<0.04,<0.03,<0.21,<0.03,NA,<0.05,NA,<0.02,0.08±0.04,<0.17,<0.07,<0.11,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,05/02/2020,20-177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,<0.04,NA,<0.04,<0.03,<0.06,<0.03,<0.29,<0.04,NA,<0.08,NA,<0.05,0.07±0.05,<0.42,<0.11,<0.11,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,11/03/2020,20-369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.6,NA,NA,NA,NA,<0.02,NA,<0.03,<0.02,<0.04,<0.03,<0.21,<0.03,NA,<0.06,NA,<0.02,0.06±0.03,<0.17,<0.07,<0.12,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,08/04/2020,20-693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.1,NA,NA,NA,NA,<0.04,NA,<0.05,<0.12,<0.11,<0.10,<0.30,<0.05,NA,<0.09,NA,<0.03,<0.03,<0.44,<0.11,<0.09,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,03/06/2020,20-1062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45±3.6,NA,NA,NA,NA,<0.06,NA,<0.07,<0.09,<0.12,<0.07,<0.43,<0.07,NA,<0.11,NA,<0.07,<0.05,<0.31,<0.18,<0.15,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,25/06/2020,20-1028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61±4.9,NA,NA,NA,NA,<0.05,NA,<0.06,<0.13,<0.13,<0.12,<0.42,<0.07,NA,<0.12,NA,<0.06,<0.09,<0.23,<0.15,<0.10,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,15/07/2020,20-1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±3.8,NA,NA,NA,NA,<0.05,NA,<0.06,<0.05,<0.09,<0.05,<0.46,<0.07,NA,<0.12,NA,<0.05,0.09±0.05,<0.30,<0.18,<0.15,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,05/08/2020,20-1303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57±4.4,NA,NA,NA,NA,<0.05,NA,<0.04,<0.04,<0.11,<0.04,<0.32,<0.05,NA,<0.10,NA,<0.04,0.13±0.04,<0.44,<0.13,<0.10,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,17/09/2020,20-1507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.5,NA,NA,NA,NA,<0.02,NA,<0.03,<0.06,<0.07,<0.03,<0.21,<0.03,NA,<0.06,NA,<0.02,0.08±0.03,<0.18,<0.07,<0.11,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,07/10/2020,20-1726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59±4.7,NA,NA,NA,NA,<0.05,NA,<0.04,<0.05,<0.07,<0.05,<0.39,<0.06,NA,<0.12,NA,<0.04,<0.09,<0.21,<0.15,<0.10,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,04/11/2020,20-1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61±4.8,NA,NA,NA,NA,<0.05,NA,<0.04,<0.05,<0.16,<0.05,<0.38,<0.06,NA,<0.12,NA,<0.04,0.11±0.07,<0.21,<0.15,<0.10,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,09/12/2020,20-2237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.7,NA,NA,NA,NA,<0.06,NA,<0.07,<0.14,<0.09,<0.07,<0.47,<0.07,NA,<0.12,NA,<0.07,0.12±0.06,<0.32,<0.18,<0.15,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,04/02/2021,20-2401,NA,NA,NA,NA,NA,NA,0.026±0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,15/01/2020,20-48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.8,NA,NA,NA,NA,<0.04,NA,<0.05,<0.04,<0.06,<0.04,<0.31,<0.04,NA,<0.08,NA,<0.04,0.09±0.04,<0.29,<0.12,<0.18,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,05/02/2020,20-179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.1,NA,NA,NA,NA,<0.04,NA,<0.03,<0.03,<0.10,<0.03,<0.27,<0.04,NA,<0.08,NA,<0.03,0.06±0.04,<0.17,<0.12,<0.12,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,11/03/2020,20-361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.1,NA,NA,NA,NA,<0.04,NA,<0.03,<0.03,<0.05,<0.03,<0.47,<0.04,NA,<0.09,NA,<0.03,0.08±0.05,<0.17,<0.11,<0.09,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,12/03/2020,20-362,NA,NA,<2.2,14±1.3,NA,NA,NA,NA,NA,0.050±0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,08/04/2020,20-698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.6,NA,NA,NA,NA,<0.02,NA,<0.05,<0.09,<0.08,<0.09,<0.22,<0.03,NA,<0.06,NA,<0.03,0.06±0.04,<0.20,<0.07,<0.11,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,17/06/2020,20-1072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.7,NA,NA,NA,NA,<0.06,NA,<0.06,<0.08,<0.11,<0.06,<0.43,<0.07,NA,<0.11,NA,<0.03,0.07±0.05,<0.63,<0.18,<0.15,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,25/06/2020,20-1029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.7,NA,NA,NA,NA,<0.06,NA,<0.08,<0.15,<0.16,<0.12,<0.47,<0.08,NA,<0.11,NA,<0.05,<0.05,<0.33,<0.18,<0.15,NA
